SourcePath,Filename,Bytes,SHA256,Classification,MatchingStagedArtifact,RecommendedAction,Notes
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\events\E005\provider_raw.metadata.json,provider_raw.metadata.json,394,5f88a32b34059f049d06c238462ee70e63f434781503e828cf3f6592e4ccdaec,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\execution_identity.json,execution_identity.json,574,7913553849778d7a47d0253cdff3a92642d3197664ce729583b7ea7561b2336a,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\frozen_prompt.txt,frozen_prompt.txt,4022,2960b35b81ca7756eda0ff8653775ce01967a0e7f4038bedf0b0d966bd5bf741,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\frozen_response_text.txt,frozen_response_text.txt,3115,6bcb0a2a2f684ed8af72a056fcb6b063787de925bf79d3028affd6cb289732b3,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-004\report.json,report.json,3212,d633b974504650fa3e9e3c3b027b8357ab000a1bd02d344df4e12b3e2bb6cdf3,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E001\event.json,event.json,137,7fb61a3b36ce50f9f41de183ceecf472b08841083163aad4afba383cb250883e,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E001\model_output.bin,model_output.bin,2311,b4be2937da7c37016a0b01dd0d5ed32771e6bdaeb846bcf5997ec91a923b1beb,UNKNOWN,,Potentially relevant non-text artifact; await human review before copying.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E001\model_output.metadata.json,model_output.metadata.json,226,b16e617c099ce7e56cfb0d7edcf83aec0fee2be06d9b2bbe30c1cd4c9fd36e46,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E001\observation.json,observation.json,757,ed8bfe0d07a4284bfa7f4d0977d262c35e6219bce223e72fed6fe2199728fa26,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E001\provider_raw.bin,provider_raw.bin,3580,7ce64bce87fa88f5f930a27ce68d029d46410741d3316de91c9403e02bbdf51a,UNKNOWN,,Potentially relevant non-text artifact; await human review before copying.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E001\provider_raw.metadata.json,provider_raw.metadata.json,395,1577d85772252fa52ef247b57d68bbd642d86e219fbf8d60aed9dadf32f326df,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E002\event.json,event.json,137,58729bf95455867210a577f981787b74ac8c8613e5fc7ba09907c8fb2f2e6740,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E002\model_output.bin,model_output.bin,1158,93483224a14f66d874569b06b7581df25747ddeb11f5fbe5fc5c9e8f781feb1e,UNKNOWN,,Potentially relevant non-text artifact; await human review before copying.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E002\model_output.metadata.json,model_output.metadata.json,226,078dee08698c9f6898fa2fc1433d3c5c753186d88b0d483ee007af6ffeaafc79,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E002\observation.json,observation.json,1591,e3bdda3acd4dc028c2ea117122f13680290dac583f877e67f574dbb50c97fdc4,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E002\provider_raw.bin,provider_raw.bin,2359,36922b071a10aae3bfc2d8b4c6d286b24e85c3d33887a54780a23bb607b4fdb3,UNKNOWN,,Potentially relevant non-text artifact; await human review before copying.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E002\provider_raw.metadata.json,provider_raw.metadata.json,395,fd65c835a94ba5c675d457974c3da892ef31deb401de0ad01605c220a87384f7,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E003\event.json,event.json,137,b94a847925c2196d2df601af34467a2b6aa1bc3d969ac7376cabf4db3b98a198,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E003\model_output.bin,model_output.bin,2150,62d090f3bb2e303f4e823103dd88f277e8dc59f51750562ffb8e2362cd58ccf4,UNKNOWN,,Potentially relevant non-text artifact; await human review before copying.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E003\model_output.metadata.json,model_output.metadata.json,226,87ef341878c1de000351671f6573a8f6a5f7146335bb3daf6999a35450b2b569,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E003\observation.json,observation.json,585,65000844fa3678307824378f8596e1dccfb244ef043ed53a9a0fe2cf586c550d,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E003\provider_raw.bin,provider_raw.bin,3499,9d6b1785aaa68608c0bd3768a11133d30898828412d90a2b1da2b30b45d6380e,UNKNOWN,,Potentially relevant non-text artifact; await human review before copying.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\events\E003\provider_raw.metadata.json,provider_raw.metadata.json,395,4adc4dd8444e884210bcd1c817055f146d9c6a726078986b75397b476308d9bb,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\execution_identity.json,execution_identity.json,574,4b0c7b295337abaa5007b847c724ca90bf8779d8a54bce5ab3072cf96882c265,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\frozen_prompt.txt,frozen_prompt.txt,4022,2960b35b81ca7756eda0ff8653775ce01967a0e7f4038bedf0b0d966bd5bf741,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\frozen_response_text.txt,frozen_response_text.txt,3115,6bcb0a2a2f684ed8af72a056fcb6b063787de925bf79d3028affd6cb289732b3,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\live_runs\MC2-P002-V02-LIVE-005\report.json,report.json,4664,8edcab8ec11c7a10ba904266c0a7c53d7dfe85ebbcef53500f9852e82160ffc2,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\mc2_preflight.py,mc2_preflight.py,17673,4c061a63db687f20f2a3f253b92d831affdf869bb71b8dea5125321bd054edf5,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\PROTOCOL.md,PROTOCOL.md,2936,a18b0d1f3a7e0d4abe4e660e2732c9f6321c1bbcc8c731a4a79c1b4dcd85048b,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\run_dummy_preflight.py,run_dummy_preflight.py,1961,7e413217a7db56705adfc62ea82aee22b7ddcb99ec55be711276ccb7645e7c79,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\run_live_004_paid_prepay.py,run_live_004_paid_prepay.py,2847,ba266bdd779b0418d0cba2204b419b5ea7cd4b44ef9a5c030b8b9e2c4de2bc48,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\run_live_005_paid_prepay.py,run_live_005_paid_prepay.py,1433,f3e613db77f64c39b8a61ed2528ac4068c137b5cca6379e6d2ed30c2e070705e,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\run_live_p002.py,run_live_p002.py,4422,c22be4ebb7e9c0d16addcd949f1515a1d38d9c8a8a08d84db32238fc99bf1ad0,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\tests\test_live_004_paid_prepay.py,test_live_004_paid_prepay.py,2374,50abc6603e3ffc57c15554d9c249e3001f3648909eee5ac830abf2b05dae5086,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\tests\test_live_005_paid_prepay.py,test_live_005_paid_prepay.py,1912,28638efbc01c85ba38bc6821f52d42182a99f849b18721d35630a814e0b435a6,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\measurement-calibration\v0.2\mc2_preflight_001\tests\test_mc2_preflight.py,test_mc2_preflight.py,17274,832307d8bfdf889600200ca018c104d5dd9479cb2098b32f8754802020e9cfa5,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\v3.4\logs\pre-run-amendment.md,pre-run-amendment.md,393,2303ccda75514df41912acc02b0716266e5ed21be7e25662c2b45431ba0f745e,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\v3.4\logs\run-log.md,run-log.md,586,e6755dbb422ee7e7cbc09e8dd2b6db403cd81f90994cd6b0c6d137b3c4321794,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\v3.4\raw\README.md,README.md,652,f2c85502f1777af65792fd204796eb166265c4c24db758bc0cd175e0b0975407,DUPLICATE_NAME_DIFFERENT_HASH,README.md; runtime-provenance/README.md,Stop automatic consolidation for this artifact; same filename has different staged hash.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\v3.4\README.md,README.md,573,1c9bfa739f2424b78c0ae90816fdfde94616248e3ea981c7e56790fda619012f,DUPLICATE_NAME_DIFFERENT_HASH,README.md; runtime-provenance/README.md,Stop automatic consolidation for this artifact; same filename has different staged hash.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\v3.4\report\targeted-regression-report.md,targeted-regression-report.md,2662,34c0e027f80caf5080392864bf5f047f55c8551542530acf5704ba548a32c625,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\v3.4\results\mechanical-results.md,mechanical-results.md,811,441f570eb1341404ba25311bea94f1c2b9a6b1b7afba495e7ae54815021af8a7,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\v3.5a\README.md,README.md,1758,0642a864b73843e53a1fb704a08c9d1ac3e8091535e2bab0181ee5b9fe8a4508,DUPLICATE_NAME_DIFFERENT_HASH,README.md; runtime-provenance/README.md,Stop automatic consolidation for this artifact; same filename has different staged hash.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validation\v3.5b\README.md,README.md,4464,707d6395561cac6407046e081162a36bc9933fff57edf7be07cb4888daa74214,DUPLICATE_NAME_DIFFERENT_HASH,README.md; runtime-provenance/README.md,Stop automatic consolidation for this artifact; same filename has different staged hash.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validering\validering\logg.md,logg.md,8532,8c4ca47638a77d74d7ad417d958705b2f0051e5aae4e8fa346a819899ea32375,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validering\validering\resultat_S4.md,resultat_S4.md,4350,dad3152d7c99ace6184e35526f1ab941b55c8f9896ba530e6572ce1a3cb1d3f2,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validering\validering\resultat_samlat.md,resultat_samlat.md,5325,b356026602c401e2d3863ecb4aa46518f89ba962ec8bbc9d553ca40e1ac050ef,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validering\validering\SLUTRAPPORT_valideringsplan_v1.md,SLUTRAPPORT_valideringsplan_v1.md,6428,7d89e2f8337ff74a02bba29a49c1b5e998ecac9e0942e150b77353317330870a,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validering\validering\svar_S1_UTAN.md,svar_S1_UTAN.md,30204,6890d284d1236cb0f45223852d7befa379f6fada1f22b81c5db37decc3424650,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validering\validering\svar_S2.md,svar_S2.md,60412,2109f43ab7e90236b3e5a7a284b7467f7990f5051efb55afc3a5b20f97bda5cc,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validering\validering\svar_S3.md,svar_S3.md,53565,026101fcaa58f62658fe932e2d1d00dafcff20a86e8fab5b7e8cb2709cd56a76,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validering\validering\svar_S4_MED_001-010_manuell.md,svar_S4_MED_001-010_manuell.md,17548,a3313daa28450d75115316a562d3915406cdcf98d56891b0106f53513da731a5,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validering\validering\svar_S4_UTAN_011-020.md,svar_S4_UTAN_011-020.md,37604,a3bf6f41ff238385bb2052721d4c0cb33cca714e9fa49cd987ce1d60266fe071,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\validering\Valideringsplan_v1.md,Valideringsplan_v1.md,7884,40f5c40b0fdcf700e4d61fd799ae1d293fb6d988c926e26f4d91fcaa690d1fbb,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-MM-v0.1-FREEZE-VERIFY\repo\Workflow_Templates.md,Workflow_Templates.md,5383,71ed0af385e2193b3814e3d68854ebb9b85c4b7db6a845c111bf96d4095d2405,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-Research-Results\eaw\v0.4.8\EAW_v0.4.8_CANDIDATE.md,EAW_v0.4.8_CANDIDATE.md,37473,cac4d9965f2309a99c38e29ae11791c0b1dc8d0395ab2cd2d56508911217ffe2,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-Research-Results\eaw\v0.4.8\p4-same-q-composition\CURRENT_STATE.md,CURRENT_STATE.md,873,73461bdf09cc962b0c850b974ba6c2c7b1b87111f9026563839cea141bdb8a03,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-Research-Results\eaw\v0.4.8\p4-same-q-composition\EGA-01.md,EGA-01.md,1043,fdbbc18e103b2a4d718c2b727869b48ee05f1d1cce1e566598267db8a4eda2e0,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-Research-Results\eaw\v0.4.8\p4-same-q-composition\MANIFEST.json,MANIFEST.json,3865,2559b16b6e54750287cda765997a91ab8bbfb189d337f7293feac945711ae302,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-Research-Results\eaw\v0.4.8\p4-same-q-composition\MISSING_OR_UNRESOLVED.md,MISSING_OR_UNRESOLVED.md,603,51720bd1153cca8854fe71883652187996440da1270988d2286078ab03ff500f,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-Research-Results\eaw\v0.4.8\p4-same-q-composition\SOURCE_PROVENANCE.md,SOURCE_PROVENANCE.md,1966,b50374161ba1ce2dde373e91abb509c22161f9fa17d9e56683ae04892e861255,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-Research-Results\eaw\v0.4.8\README.md,README.md,347,f9e86c66b232d1fceee4bfd44f700ccb79daba3cf0c035473ac57957a6b9e65d,DUPLICATE_NAME_DIFFERENT_HASH,README.md; runtime-provenance/README.md,Stop automatic consolidation for this artifact; same filename has different staged hash.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS-Research-Results\README.md,README.md,1567,b08a70045bb7738d18cb65e5aaba18abb74f6e8763335166ea290224cb4a6c5e,DUPLICATE_NAME_DIFFERENT_HASH,README.md; runtime-provenance/README.md,Stop automatic consolidation for this artifact; same filename has different staged hash.,Filename/path or bounded text scan matched AICOS research terms.
C:\Users\<LOCAL_USER>\Documents\AICOS_ARTIFACT_GATE_2026-09-03\content_candidates.csv,content_candidates.csv,4487181,24ccfe9b44f1ea7a280d86dcacb102e8f731c97b4b5a8601e9bf7b73099b2a98,NEW_RELEVANT_ARTIFACT,,Clearly named AICOS research-context text artifact; copy as non-canonical context if no conflict.,Filename/path or bounded text scan matched AICOS research terms.
